"","ID","Date.Start","Time.Start","Date.End","Time.End","Date.Reported","Offense.Code","Offense.Descript","Internal.Code","Internal.Descript","Crime_Status","Offense.Level","Jurisdiction","Borough","Precinct","Premises.Direction","Premises.Descript","Park","NYCHA","X.Coord","Y.Coord","Lat","Long","LatLong"
"392872",195532001,"03/16/2015","13:30:00","03/16/2015","16:30:00","03/17/2015","109","GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","HOTEL/MOTEL","","","990,753","217,021",40.762354796,-73.976526731,"(40.762354796, -73.976526731)"
"392875",793788745,"03/16/2015","12:44:00","03/16/2015","12:46:00","03/17/2015","359","OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",23,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","998,173","227,824",40.791997616,-73.949719421,"(40.791997616, -73.949719421)"
"392881",284634819,"03/16/2015","12:00:00","03/16/2015","13:00:00","03/17/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","RESIDENCE - APT. HOUSE","","","990,120","209,875",40.742741275,-73.97881799,"(40.742741275, -73.97881799)"
"392884",296794111,"03/16/2015","11:00:00","03/16/2015","12:30:00","03/17/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",30,"INSIDE","RESIDENCE - APT. HOUSE","","","996,659","238,696",40.821840511,-73.95516704,"(40.821840511, -73.95516704)"
"392890",315597456,"03/16/2015","09:03:00","03/16/2015","09:10:00","03/17/2015","359","OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",23,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","998,173","227,824",40.791997616,-73.949719421,"(40.791997616, -73.949719421)"
"392895",403437694,"03/16/2015","07:50:00","03/17/2015","04:38:00","03/17/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE","MANHATTAN",30,"","TRANSIT - NYC SUBWAY","","","997,963","240,372",40.826438728,-73.950452191,"(40.826438728, -73.950452191)"
"392899",118047605,"03/16/2015","06:22:00","","","03/17/2015","114","ARSON",263,"ARSON 2,3,4","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",28,"INSIDE","OTHER","","","996,144","233,376",40.807239306,-73.95703719,"(40.807239306, -73.95703719)"
"393197",342919540,"03/16/2015","22:40:00","","","03/16/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",23,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","998,753","230,407",40.799086317,-73.947619211,"(40.799086317, -73.947619211)"
"393198",484524376,"03/16/2015","22:30:00","03/16/2015","22:54:00","03/16/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",23,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","998,753","230,407",40.799086317,-73.947619211,"(40.799086317, -73.947619211)"
"393200",899798650,"03/16/2015","22:30:00","03/16/2015","23:38:00","03/16/2015","351","CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",24,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","992,402","227,087",40.789981956,-73.970561913,"(40.789981956, -73.970561913)"
"393210",314845656,"03/16/2015","22:10:00","03/16/2015","22:14:00","03/16/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",5,"FRONT OF","STREET","","","985,420","200,180",40.716132735,-73.995780876,"(40.716132735, -73.995780876)"
"393211",569397525,"03/16/2015","22:10:00","03/16/2015","22:14:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",5,"FRONT OF","BUS STOP","","","985,420","200,180",40.716132735,-73.995780876,"(40.716132735, -73.995780876)"
"393213",379106362,"03/16/2015","22:06:00","03/16/2015","22:15:00","03/16/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","OTHER","MANHATTAN",25,"INSIDE","OTHER","","","1,004,138","226,326",40.787874599,-73.928181646,"(40.787874599, -73.928181646)"
"393219",963973871,"03/16/2015","22:00:00","03/16/2015","22:29:00","03/16/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",7,"INSIDE","RESIDENCE - PUBLIC HOUSING","","RUTGERS","987,063","198,657",40.711952093,-73.989854676,"(40.711952093, -73.989854676)"
"393220",177570328,"03/16/2015","22:00:00","03/16/2015","22:29:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",7,"INSIDE","RESIDENCE - PUBLIC HOUSING","","RUTGERS","987,063","198,657",40.711952093,-73.989854676,"(40.711952093, -73.989854676)"
"393223",718799915,"03/16/2015","21:50:00","03/16/2015","22:21:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",23,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","1,001,120","226,492",40.7883365,-73.939079866,"(40.7883365, -73.939079866)"
"393229",317030454,"03/16/2015","21:40:00","03/16/2015","21:50:00","03/16/2015","105","ROBBERY",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",32,"FRONT OF","STREET","","","1,000,094","235,856",40.814040017,-73.9427629,"(40.814040017, -73.9427629)"
"393232",729076474,"03/16/2015","21:30:00","03/16/2015","22:00:00","03/16/2015","352","CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",25,"INSIDE","RESIDENCE - PUBLIC HOUSING","","LINCOLN","1,001,769","234,797",40.811130194,-73.936714506,"(40.811130194, -73.936714506)"
"393240",828512920,"03/16/2015","21:29:00","","","03/16/2015","236","DANGEROUS WEAPONS",782,"WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",33,"FRONT OF","STREET","","","1,002,124","246,504",40.843261857,-73.935400892,"(40.843261857, -73.935400892)"
"393241",280158498,"03/16/2015","21:29:00","","","03/16/2015","236","DANGEROUS WEAPONS",782,"WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",33,"FRONT OF","STREET","","","1,002,124","246,504",40.843261857,-73.935400892,"(40.843261857, -73.935400892)"
"393243",828778780,"03/16/2015","21:25:00","03/16/2015","21:30:00","03/16/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","PUBLIC BUILDING","","","989,394","210,862",40.745450796,-73.9814372,"(40.745450796, -73.9814372)"
"393244",665431139,"03/16/2015","21:24:00","","","03/16/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","RESIDENCE - APT. HOUSE","","","986,961","210,445",40.744307316,-73.990217852,"(40.744307316, -73.990217852)"
"393245",429663952,"03/16/2015","21:21:00","","","03/16/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","COMMERCIAL BUILDING","","","986,345","208,013",40.737632247,-73.992441662,"(40.737632247, -73.992441662)"
"393246",317395087,"03/16/2015","21:20:00","03/16/2015","21:40:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","RESIDENCE - APT. HOUSE","","","995,679","216,726",40.761540101,-73.958745216,"(40.761540101, -73.958745216)"
"393254",990233435,"03/16/2015","21:13:00","","","03/16/2015","117","DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",9,"INSIDE","RESIDENCE - PUBLIC HOUSING","","RIIS","991,258","203,594",40.725500646,-73.974717755,"(40.725500646, -73.974717755)"
"393268",228309197,"03/16/2015","21:00:00","03/16/2015","22:00:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","RESIDENCE - APT. HOUSE","","","995,679","216,726",40.761540101,-73.958745216,"(40.761540101, -73.958745216)"
"393273",271983103,"03/16/2015","20:50:00","03/16/2015","21:02:00","03/16/2015","235","DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",23,"FRONT OF","RESIDENCE - PUBLIC HOUSING","","","999,694","229,428",40.796397634,-73.944222739,"(40.796397634, -73.944222739)"
"393279",654636114,"03/16/2015","20:40:00","03/16/2015","21:00:00","03/16/2015","678","MISCELLANEOUS PENAL LAW",201,"TRESPASS 4,CRIMINAL SUB 2","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","CLOTHING/BOUTIQUE","","","991,707","216,641",40.761311039,-73.973083376,"(40.761311039, -73.973083376)"
"393283",672185098,"03/16/2015","20:30:00","03/16/2015","20:35:00","03/16/2015","341","PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"","TAXI (YELLOW LICENSED)","","","986,713","212,638",40.750326623,-73.991112045,"(40.750326623, -73.991112045)"
"393287",718723347,"03/16/2015","18:45:00","","","03/16/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",32,"FRONT OF","STREET","","","1,001,218","236,918",40.816952822,-73.938699618,"(40.816952822, -73.938699618)"
"393288",697574705,"03/16/2015","20:30:00","03/16/2015","21:13:00","03/16/2015","117","DANGEROUS DRUGS",500,"CONTROLLED SUBSTANCE,POSSESS.","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",9,"INSIDE","RESIDENCE - PUBLIC HOUSING","","RIIS","991,258","203,594",40.725500646,-73.974717755,"(40.725500646, -73.974717755)"
"393295",168792408,"03/16/2015","20:20:00","03/16/2015","20:35:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",26,"INSIDE","RESIDENCE - PUBLIC HOUSING","","MANHATTANVILLE","996,894","236,589",40.816057056,-73.954321942,"(40.816057056, -73.954321942)"
"393299",520562698,"03/16/2015","20:15:00","03/16/2015","20:25:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","RESIDENCE - APT. HOUSE","","","1,006,670","253,622",40.862788274,-73.918946854,"(40.862788274, -73.918946854)"
"393300",415951647,"03/16/2015","20:15:00","03/16/2015","20:25:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","RESIDENCE - APT. HOUSE","","","1,006,670","253,622",40.862788274,-73.918946854,"(40.862788274, -73.918946854)"
"393324",420558401,"03/16/2015","19:35:00","03/16/2015","19:40:00","03/16/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",26,"INSIDE","RESIDENCE - PUBLIC HOUSING","","GRANT","996,130","235,208",40.812267657,-73.957084521,"(40.812267657, -73.957084521)"
"393332",610076069,"03/16/2015","19:25:00","03/16/2015","19:45:00","03/16/2015","117","DANGEROUS DRUGS",512,"CONTROLLED SUBSTANCE,SALE 1","ATTEMPTED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",32,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","999,874","238,251",40.820614011,-73.943552104,"(40.820614011, -73.943552104)"
"393335",754102125,"03/16/2015","19:18:00","03/16/2015","19:21:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","CHAIN STORE","","","986,382","213,900",40.753790581,-73.992306283,"(40.753790581, -73.992306283)"
"393336",310657278,"03/16/2015","19:15:00","03/16/2015","19:27:00","03/16/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","FOOD SUPERMARKET","","","989,136","219,061",40.76795511,-73.982362342,"(40.76795511, -73.982362342)"
"393338",155729625,"03/16/2015","19:15:00","03/16/2015","19:20:00","03/16/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","FOOD SUPERMARKET","","","997,194","223,387",40.779820723,-73.953263565,"(40.779820723, -73.953263565)"
"393347",236057150,"03/16/2015","19:00:00","03/16/2015","20:30:00","03/16/2015","341","PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",24,"","STREET","","","991,168","226,253",40.787693901,-73.97501915,"(40.787693901, -73.97501915)"
"393362",205721230,"03/16/2015","18:51:00","03/16/2015","18:55:00","03/16/2015","118","DANGEROUS WEAPONS",793,"WEAPONS POSSESSION 3","COMPLETED","FELONY","N.Y. TRANSIT POLICE","MANHATTAN",14,"","TRANSIT - NYC SUBWAY","","","988,018","214,637",40.755812912,-73.986400949,"(40.755812912, -73.986400949)"
"393363",858520253,"03/16/2015","18:51:00","03/16/2015","19:02:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",22,"","PARK/PLAYGROUND","CENTRAL PARK","","990,508","220,370",40.771547111,-73.977408022,"(40.771547111, -73.977408022)"
"393365",940488740,"03/16/2015","18:45:00","03/16/2015","20:00:00","03/16/2015","109","GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",24,"INSIDE","GYM/FITNESS FACILITY","","","991,455","227,761",40.791832727,-73.973981117,"(40.791832727, -73.973981117)"
"393381",139484281,"03/16/2015","18:30:00","03/16/2015","18:35:00","03/16/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",32,"","STREET","","","1,001,262","237,041",40.817290338,-73.938540343,"(40.817290338, -73.938540343)"
"393382",442090347,"03/16/2015","18:30:00","03/16/2015","19:41:00","03/16/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"","STREET","","","1,004,253","249,870",40.852495966,-73.92769618,"(40.852495966, -73.92769618)"
"393388",421050483,"03/16/2015","18:22:00","","","03/16/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",28,"INSIDE","CHAIN STORE","","","998,954","233,791",40.808374136,-73.946885823,"(40.808374136, -73.946885823)"
"393390",612741965,"03/16/2015","18:20:00","03/16/2015","18:44:00","03/16/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",25,"INSIDE","DEPARTMENT STORE","","","1,001,797","232,216",40.804046007,-73.936620103,"(40.804046007, -73.936620103)"
"393392",897714248,"03/16/2015","18:20:00","03/16/2015","19:30:00","03/16/2015","341","PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",1,"FRONT OF","STREET","","","982,279","196,432",40.705845221,-74.007110388,"(40.705845221, -74.007110388)"
"393394",273701948,"03/16/2015","18:15:00","03/16/2015","18:47:00","03/16/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",32,"FRONT OF","RESIDENCE - PUBLIC HOUSING","","","1,000,892","238,281",40.820694493,-73.939874008,"(40.820694493, -73.939874008)"
"393395",265448663,"03/16/2015","18:15:00","03/16/2015","18:30:00","03/16/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",32,"","STREET","","","1,000,600","237,702",40.819105847,-73.940930411,"(40.819105847, -73.940930411)"
"393402",899529105,"03/16/2015","18:10:00","03/16/2015","18:20:00","03/16/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","CLOTHING/BOUTIQUE","","","993,000","216,864",40.761921933,-73.968415651,"(40.761921933, -73.968415651)"
"393404",973006846,"03/16/2015","18:06:00","03/16/2015","18:06:00","03/16/2015","126","MISCELLANEOUS PENAL LAW",760,"BRIBERY,PUBLIC ADMINISTRATION","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",25,"OPPOSITE OF","RESIDENCE - PUBLIC HOUSING","MARCUS GARVEY PARK","","1,001,108","231,977",40.803391359,-73.939109432,"(40.803391359, -73.939109432)"
"393405",351131666,"03/16/2015","18:00:00","03/16/2015","18:20:00","03/16/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",6,"INSIDE","RESIDENCE - APT. HOUSE","","","983,894","208,271",40.738340633,-74.001286084,"(40.738340633, -74.001286084)"
"393406",278469698,"03/16/2015","18:00:00","03/16/2015","18:15:00","03/16/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",24,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","992,460","227,653",40.791535421,-73.970351765,"(40.791535421, -73.970351765)"
"393411",124858339,"03/16/2015","18:00:00","03/16/2015","18:27:00","03/16/2015","109","GRAND LARCENY",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","BANK","","","986,553","205,764",40.731459243,-73.991691866,"(40.731459243, -73.991691866)"
"393412",699463940,"03/16/2015","18:00:00","","","03/16/2015","340","FRAUDS",707,"IMPERSONATION 2, PUBLIC SERVAN","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE","MANHATTAN",14,"","TRANSIT - NYC SUBWAY","","","990,886","213,048",40.751449824,-73.976050545,"(40.751449824, -73.976050545)"
"393418",430592068,"03/16/2015","18:00:00","03/16/2015","18:02:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",32,"INSIDE","RESIDENCE - APT. HOUSE","","","1,000,842","239,098",40.822937021,-73.940052637,"(40.822937021, -73.940052637)"
"393420",654165351,"03/16/2015","17:45:00","03/16/2015","17:46:00","03/16/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",6,"INSIDE","CHAIN STORE","","","986,618","207,098",40.735120728,-73.991456867,"(40.735120728, -73.991456867)"
"393431",463196295,"03/16/2015","17:30:00","03/16/2015","17:35:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE","MANHATTAN",24,"","TRANSIT - NYC SUBWAY","","","992,062","228,791",40.794659285,-73.971787782,"(40.794659285, -73.971787782)"
"393446",193190972,"03/16/2015","17:19:00","03/16/2015","17:29:00","03/16/2015","235","DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",28,"FRONT OF","STREET","","","997,301","231,803",40.80292022,-73.95286086,"(40.80292022, -73.95286086)"
"393453",245386879,"03/16/2015","17:10:00","","","03/16/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","CHAIN STORE","","","986,454","213,102",40.751600255,-73.992046671,"(40.751600255, -73.992046671)"
"393457",623689046,"03/16/2015","17:00:00","03/16/2015","17:03:00","03/16/2015","109","GRAND LARCENY",415,"LARCENY,GRAND FROM PERSON,PICK","COMPLETED","FELONY","N.Y. TRANSIT POLICE","MANHATTAN",24,"","TRANSIT - NYC SUBWAY","","","992,062","228,791",40.794659285,-73.971787782,"(40.794659285, -73.971787782)"
"393463",313424232,"03/16/2015","17:00:00","","","03/16/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",1,"","STREET","","","984,432","203,416",40.725014852,-73.999344827,"(40.725014852, -73.999344827)"
"393464",619526130,"03/16/2015","17:00:00","03/16/2015","18:15:00","03/16/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","GYM/FITNESS FACILITY","","","985,996","204,558",40.728149195,-73.993701921,"(40.728149195, -73.993701921)"
"393465",330017881,"03/16/2015","17:00:00","03/16/2015","17:20:00","03/16/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",28,"FRONT OF","STREET","","","997,649","233,293",40.807009339,-73.9516009,"(40.807009339, -73.9516009)"
"393468",386919421,"03/16/2015","17:00:00","03/16/2015","17:20:00","03/16/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","CHAIN STORE","","","988,341","212,669",40.750411107,-73.985236286,"(40.750411107, -73.985236286)"
"393482",341689873,"03/16/2015","16:35:00","03/16/2015","16:40:00","03/16/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",28,"","STREET","","","998,041","231,228",40.801340878,-73.95018914,"(40.801340878, -73.95018914)"
"393492",782152380,"03/16/2015","16:26:00","03/16/2015","17:35:00","03/16/2015","107","BURGLARY",211,"BURGLARY,COMMERCIAL,DAY","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","HOSPITAL","","","990,769","208,776",40.739724339,-73.976476965,"(40.739724339, -73.976476965)"
"393494",124157988,"03/16/2015","16:20:00","03/16/2015","16:22:00","03/16/2015","231","BURGLAR'S TOOLS",209,"BURGLARS TOOLS,UNCLASSIFIED","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE","MANHATTAN",17,"","TRANSIT - NYC SUBWAY","","","993,063","216,978",40.762234771,-73.968188083,"(40.762234771, -73.968188083)"
